content,score,text_processed,topic
"Developer saya mau tanya nih game online/offline, dan 1 lagi tolong harga diamond nya ada yang 15 ribu soalnya bisa top up meskipun 15 ribu, menurut ku game ini sangat bagus dan sukses selalu develop",5,developer online offline tolong harga diamond top bagus sukses develop,bahasa atau cerita
"Story nya keren dan game play nya menarik, terimakasih atas dedikasi dalam pembuatan game nya tingkatkan terus.",4,story keren play tarik terimakasih dedikasi tingkatkan,bahasa atau cerita
Ini best sih.. Jarang jarang ada pocong di upgrade jadi mantab,5,best jarang pocong upgrade mantab,karya bangsa
"Bagus, gamenya bagus banget. Tapi ya kan masih game baru masih ada beberapa yang kurang. Event masih sedikit, card atma nya masih sedikit, gerakan di battle kadang macet kalo game dimainin dalam jangka waktu lama, foto profile player yang ada di pojok kanan atas itu error saat masuk game jadi gambar devault (cowok rambut cokelat) padahal tidak diubah. Lalu para karakter musuh rasanya jauh lebih kuat daripada Atma player di Labyrinth & Tower. Tank juga useless di battle, HPnya terlalu rendah",5,bagus bagus banget ya event atma gerak battle kadang macet dimainin jangka foto profile player pojok kanan error masuk gambar devault cowok rambut cokelat tidak diubah karakter musuh kuat atma player labyrinth tower tank useless battle rendah,bahasa atau cerita
Tolong lah turunin harga gacha atmanya,1,tolong turunin harga gacha,karakter gacha
Stuck loading pas boot stuck loading in game pas hapus data mulai turotial dari awal dulu sampe sekarang ga ada update buat fix,1,stuck loading pas boot stuck loading pas hapus data turotial sampe tidak update fix,koneksi
"Anggap aja *5 dari saya buat support karya anak bangsa, ya walaupun secara gameplay saya ngerasain mirip banget sama game sebelah yg lagi trending, dan dari story terlalu mirip sama anime ""Darwins Game"" bahkan sampe backsound nya aja sama, ada apa ini? Apakah memang story adopted berlisensi atau mungkin,.... Ah sudahlah, terlepas dari itu semua karna ini karya anak bangsa ttep saya support, good job.",5,anggap support karya anak bangsa ya gameplay banget belah trending story anime darwins sampe backsound story adopted berlisensi ah lepas karya anak bangsa ttep support good job,karya bangsa
Tolong di tambah kan lagi cerita nya saya sudah tamat plisssss update ya,5,tolong cerita tamat plisssss update,bahasa atau cerita
Maaf bintangnya saya turunkan mohon tambahkan fitur repot bug karena di labirin dan tower ada beberapa chapter yang dimana karakter kita dan musuh tidak ada yang bergerak jadi floor tersebut tidak dapat diselesaikan,4,maaf turunkan tambahkan fitur repot bug labirin tower chapter dimana karakter musuh tidak gerak floor tidak diselesaikan,bahasa atau cerita
"game nya bagus, menarik rapi kenapa story nya baru sedikit. Semoga cerita nya lebih menarik lagi..the best",5,bagus tarik rapi story moga cerita tarik best,bahasa atau cerita
"Bagus bro gamenya,beneran,tapi sayangnya kok ada force close nya sama pas battle tiba² macet harus keluar dulu dan ngulangin battle lagi baru bisa,itu sih yang masih kurang dari game ini",4,bagus bro gamenya beneran force close pas battle macet ngulangin battle,perangkat hp
"bagus si, tapi ada kurangnya selalu loading pas di in game nya.",4,bagus si loading pas,perangkat hp
Game nya bagus trus grafik sama audionya keren apalagi pas di story nya dan pas battle cuman kenapanya di hp saya tu FPSnya rada drop ni hp saya ato gimana trus banner gachanya di tambahing tapi sejauh ini gamenya bagus,4,bagus grafik keren pas story pas battle cuman hp tu drop hp ato gimana banner tambahing bagus,perangkat hp
Saya suka ini game tapi saya mohon dong untuk pengaturan jaringannya sebab jaringan saya udah baik 4G lagi kok ngak bisaasuk sih saya mohon untuk segera di tanggapi ACC min,5,suka mohon atur jaring jaring bisaasuk mohon tanggapi acc min,bahasa atau cerita
Yah agar perindustrian game indonesia maju ini game udah lumayan lah bersaing dgn game buatan luar,5,yah industri indonesia maju lumbago saing,karya bangsa
Game nya bagus tapi kok baru download kan di update lagi di dalemnya kenapa gk diluarnya aja download update nya jadi gabung dan saya pas update di dalemmya failed connect abis itu ada tulisan aset bundle preloading failed terrus tolong di perbaiki yah👍👍👍,5,bagus download update dalemnya tidak diluarnya download update gabung pas update dalemmya failed connect abis tulis aset bundle preloading failed terrus tolong perbaiki yah,koneksi
"Game nya bagus, dari segi gameplay sih gak bosenin, story nya bagus tapi masih sedikit, yg gw gak suka item di store yg pakai gold terlalu mahal, kalo di bandingkan dengan yg menggunakan diamond itu udah masuk akal, hadiah gold nya kadang terlalu dikit, harus offline kalo mau dapat banyak. Saru hal lagi stat atma nya gak balance masa tank punya def lemah, dibandingkan sengan job lain! selebihnya gw menunggu update selanjutnya",4,bagus segi gameplay tidak bosenin story bagus tidak suka item store pakai gold mahal bandingkan diamond masuk akal hadiah gold kadang dikit offline saru stat atma tidak balance tank def lemah dibandingkan sengan job tunggu update,bahasa atau cerita
Tambahin sistem reset level min biar gk harus ngeretire hero biar gk rugi,5,sistem reset level min biar tidak ngeretire hero biar tidak rugi,bahasa atau cerita
"Game nya berat banget sumpah, padahal game nya simple gitu, fitur² nya dikit.. Masih banyak yang harus dikembangin. Sorry cuma 2 bintang, kalo udah ditingkatkan lagi game nya baru saya naikin nanti. Poin minus game nya berat banget sumpah.",2,berat banget sumpah simple fitur dikit sorry bintang ditingkatkan poin minus berat banget sumpah,bahasa atau cerita
"Story bagus,tapi untuk game genre idle rpg seharus nya ram 2GB lancar maen nya. Ini terasa agak lag dan berat. Masak iya game genre idle harus spek hp ram 3GB biar lancar maen nya, gua maen genre idle yg lain lancar2 aja.",3,story bagus genre idle rpg seharus ram lancar maen lag berat masak iya genre idle spek hp ram lancar maen maen genre idle,perangkat hp
"Gamenya bagus cuman ada beberapa fitur yang harus di tambahkan antara lain: pertama, kalau kita punya tiket sebanyak 10 terus di gacha yang 10x pakai tiket jangan diamond (kalau tiketnya 10 lebih) ,kedua tambahkan atma yang b5 kalau bisa sampai b10, ketiga saat offline peti tambahkan jadi 12 jam jangan 8 jam. Sekian terima kasih",5,bagus cuman fitur tambahkan tiket gacha pakai tiket diamond tambahkan atma offline peti tambahkan jam jam kian terima,bahasa atau cerita
Bagus. Aku harap story nya update lagi ya makasih,5,bagus harap story update,bahasa atau cerita
"Aplikasi nya Bagus. Ku akui sangat Bagus. Jika aku punya uang. K yakin akn investasi kesini. Tpi. Kenyataan yahh. Begitulah :v Tpi tentuny masih banyak butuh pengembangan. Dari Fitur Auto Deploy, Kecepatan 3x, Char yang masih kurang, Event yg masih terkesan sedikit, Pikirkan cara pemain agar bisa pemain tidak X(close) dari misi/apapun terus menerus, Juga... Kupikir bagus sihh menambah kan dewa Nordik dan Olympus. Tapi mengingat Temanya Nusantara. Maka itu cukup merugikan untuk ""membatasi diri""",4,aplikasi bagus akui bagus uang k akn investasi tpi nyata yahh v tpi tentuny butuh kembang fitur auto deploy cepat char event kesan pikirkan main main tidak x close misi kupikir bagus sihh dewa nordik olympus temanya nusantara rugi batas,bahasa atau cerita
Bagus dari segi cerita dan karakter. Tapi mohon sedikit perbaikan. Kadang suka ngecrash gamenya.,4,bagus segi cerita karakter mohon kadang suka ngecrash,bahasa atau cerita
Gamenya bagus tapi Saat di lobby nge lag padahal sinyal nya bagu,4,bagus lobby nge lag sinyal bagu,perangkat hp
"saran, tambah voice aktornya biar lebih seru apalagi ketika ngeluarin skill di tiap atma.. game bagus aku suka",5,saran voice biar seru ngeluarin skill atma bagus suka,bahasa atau cerita
"Jujur gameplay nya agak gak nyaman dimainin (Note : opini pribadi) Story nya juga Kurang menarik karena terlalu mudah untuk di tebak bagaimana jalan cerita berjalan Desain character jadi nilai + dalam game ini tapi karena latar belakang story adalah pembunuhan dsb desain atma yg imut malah membunuh latar story game itu Keseluruhan nya menurut saya pribadi game nya masih sangat kurang , bukan bermaksut untuk sok pro tapi saya mengharapkan developer indonesia bisa lebih berjuang lagi kedepan ny",4,jujur gameplay tidak nyaman dimainin note opini pribadi story tarik mudah tebak jalan jalan character nilai latar story bunuh dsb desain atma imut bunuh story pribadi bermaksut sok pro harap developer indonesia juang kedepan ny,bahasa atau cerita
"Gamplaynya gampang, tinggal pinter2 nyusun kombinasi atma, grafisnya juga lumayan buat ukuran game hp. Tapi entah ini bug atau bukan, tapi kadang poin lawan jauh lebih tinggi dari player sehingga sulit dikalahkan",4,gampang tinggal nyusun kombinasi atma lumbago ukur hp bug kadang poin lawan player sulit dikalahkan,bahasa atau cerita
"Pertama tau dr baca2 artikel di Internet ada game gacha buatan Indonesia yg temanya juga Indonesia. Saya tertarik dan coba download dan sejauh ini keren, simpel, n enak alurnya. Tambahan dr saya, karena ad tema gacha nya, klo bisa atma nya perbanyak lagi dong koleksinya. 200 mpe 300 atma gitu :). Kyknya legenda2 dr Sabang sampai merauke banyak buat jadi referensi, termasuk urban2 legend nya. Jadi tambah seru juga ngoleksi kompendium atma nya (kyk game persona gitu) :)",5,tau artikel internet gacha indonesia indonesia tarik coba download keren simpel n enak alurnya tema gacha atma perbanyak mpe atma sabang merauke referensi masuk legend seru ngoleksi kompendium atma kyk persona,bahasa atau cerita
"Cerita 10/10... tapi pas battle mungkin lebih enak kalo diklik sendiri... emang ada tulisan auto, auto buat skill bukan basic attack.. oh iya satu lagi.. dapetin 5 star nya susah amat:') .. Udah gitu aja,, Semangat buat dev nya <3",4,pas battle enak diklik emang tulis auto auto skill basic attack oh iya star susah semangat dev,bahasa atau cerita
Bikin game fps bang tapi yang bagus kutunggu yaaa,5,fps bang bagus kutunggu yaaa,karakter gacha
"Mohon di permudah untuk new player kasih 1 bintang 5 hero secara pilih bukan acak kayak game 7 ksatria.. dan jaringan game lag parah di game atau aplikasi online lancar saja, story tambahkan suara karakter dan hapus musik dalam percakapan karakter",3,mohon permudah new player kasih bintang hero pilih acak kesatria jaring lag parah aplikasi online lancar story tambahkan suara karakter hapus musik cakap karakter,bahasa atau cerita
"Hai Developer🖐️ saya Nana Maryana Dari Cisolok Sukabumi Entah kenapa saya suka Banget sama Code Atma...namun saya memiliki masalah yaitu tap kurang responsif..atau mungkin jaringan internet saya aja ya😅... Saya sudah dapat Atma bintang 5 Amritha🤩 kedepannya tolong lebih di tambahkan Atma nya ya, biar lebih semangat Mainnya Hatur Nuhun👊",5,hai developer nana maryana cisolok sukabumi suka banget code atma milik tap responsif jaring internet ya atma bintang amritha tolong tambahkan atma ya biar semangat mainnya hatur nuhun,bahasa atau cerita
"1.tolong loading nya dikurangi ataupun server nya distabilkan....saya mau gacha loading...saya buka Atma loading...saya mau battle loading... 2.gambar nya saya suka...tapi pada saat ulti kelihatan gambar nya tidak hd 3.tolong tombol navigasi nya agak di mudah kan untuk satu tangan karena saya orang malas... Cuma pemikiran saya aj Saat battle Masi terlalu lama walaupun sudah ad 2×(saya Masi main di awal"")",3,tolong loading dikurangi server distabilkan gacha loading buka atma loading battle loading gambar suka ulti lihat gambar tidak hd tolong tombol navigasi mudah tangan orang malas pikir aj battle main,bahasa atau cerita
"Gamenya keren banget,rugi kalau gak di Download",5,keren banget rugi tidak download,bahasa atau cerita
"Story : bagus Gameplay : ok lah Grafik : lumayan, tp masih agak kaku ⭐⭐⭐⭐⭐ 5 bintang lg biar dev semangat update gamenya",5,story bagus gameplay oke grafik lumbago kaku bintang lg biar dev semangat update,bahasa atau cerita
Overall gamenya bagus :) saya sangat suka alur cerita dan battlenya namun saya berharap kedepannya ada fitur AR :) saya ingin bermain ini di dunia nyata bersama temen bisa duel atma pasti seru terus bisa raid tempat tertentu untuk mencari atma gitu,4,overall bagus suka alur cerita battlenya harap fitur ar main dunia nyata temen duel atma seru raid cari atma,bahasa atau cerita
Lebih di tingkatkan lagi untuk gameplay nya kalo bisa sih turnbase nya seperti di final Fantasy itu jd tidak auto gitu jd kita bisa milih target,4,tingkatkan gameplay turnbase final fantasy jd tidak auto jd milih target,bahasa atau cerita
"Gamenya sudah bagus kak, cuma perangnya agak kaku dan sistem auto dan manualnya kurang bagus, menurut saya pada sistem manual seharusnya musuh yang akan diserang bisa dipilih sendiri sekaligus penggunaan skill bisa dikontrol.",5,bagus kak kaku sistem auto bagus sistem manual musuh diserang dipilih skill dikontrol,bahasa atau cerita
"Gamenya bagus dan ceritanya menarik, tapi sering stuck dan loding tiba2 setelah summon, buka peti, dll tolong segera di perbaiki saya nantikan chapter berikutnya karna menurut saya cerita dari game ini sangat bagus",5,bagus tarik stuck loding buka peti dll tolong perbaiki nantikan chapter cerita bagus,bahasa atau cerita
"Game nya bagus RPG turn base, cuma ada beberapa bug contoh saat ada cutscene kadang stuck, kedua pas selesai battle dan selesai cutscene saat kembali ke lobby background game memutih dan tidak bisa menyentuh apa2 seperti bag dll.",3,bagus rpg turn base contoh cutscene kadang stuck pas selesai battle selesai cutscene lobby background putih tidak sentuh bag dll,perangkat hp
Gamenya bagus banget tapi saya tidak bisa masuk padahal sinyal bagus tolong diperbaikin ya,5,bagus banget tidak masuk sinyal bagus tolong ya,koneksi
"Keren banget dah, dri indo tp udh sebagus ini yang blng susah dapetin koin lu nya krng pro, gue baru download kmrin udh slesai smpe chapter 3 nunggu coming soonnya. Kartu yang dipake udh level 60:'). Developer jng lama-lama chapter selnjutnya🙆‍♀️",5,keren banget dah dri indonesia sebagus blng susah koin lu krng pro download kmrin slesai smpe chapter nunggu coming soonnya kartu dipake level developer jng chapter,bahasa atau cerita
"udah bagus grafik nya,tapi carakter nya kurang hidup kek main kartu hero rpg coba kak buat kayak afk arena dia agak hidup karakter nya dan menurut saya pasti game ini akan lebih baik,saya respect dengan game ini soal nya buatan indonesia,terus kembangkqn game nya ya kak👍",5,bagus grafik carakter hidup kek kartu hero rpg coba kak afk hidup karakter respect indonesia kembangkqn ya kak,bahasa atau cerita
Gamenya oke dan bagus. Detail dan art nya juga keren. Semoga lebih berkembang lagi game nya untuk kedepan.,5,oke bagus detail art keren moga kembang kedepan,bahasa atau cerita
"Game yg menarik buat dimainkan, dan krn idle jadi bs santtuyyy. Cuman kadang loading lama saat summon.",4,tarik dimainkan idle bs santtuyyy cuman kadang loading summon,perangkat hp
"Game nya auto doang njir, gak bisa build strategi, terus kalo mau dapet *5 kudu butuh karakter *4 banyak buat kombine *5 yg berarti harus gacha banyak lol, jangan pake embel2 ""k4ry4 4n4k b4n95a"" kamu jg harus ngekritik, bad so far",2,auto doang njir tidak build strategi kudu butuh karakter kombine arti gacha lol pake ngekritik bad far,karakter gacha
"Genre game ini mengingatkan saya tentang Persona besutan atlus. Devil survivora dan blue dragon. Kalo di komik mungkin kenanya ke komik webtoon yg Nusantara droid wars'. Yg semua summoningnya mngunkn folk Lore khas budaya indo. Game ini membuat saya terbawa dengan alur ceritanya, berinteraksi membuat alur cerita ini memiliki opsi alur sbgai silent character. Buat developernya... Setelah Lathi, akhirnya ada game anak negeri yg bikin saya bangga memainkan nya. Kerennn!!!",5,genre persona besutan atlus devil survivora blue dragon komik komik webtoon nusantara droid wars summoningnya mngunkn folk lore khas budaya indonesia bawa alur ceritanya interaksi alur cerita milik opsi alur silent character developernya lathi anak negeri main kerennn,karya bangsa
Udah sampe di chapter 2-23 masuk ke bagian stroy kenapa berhenti ya..waktu ranu masuk melalui pintu lain trus muncul atma dan abis itu ga tau mesti gimana soalnya ga bisa ngapa2in..pake tombol back pun ga bisa...tolong kalo masih ada bug diperbaiki lagi...overall nice game...,4,sampe chapter masuk stroy henti ya ranu masuk pintu muncul atma abis tidak tau gimana tidak pake tombol back tidak tolong bug diperbaiki overall nice,bahasa atau cerita
"Gamenya bagus, cocok buat yang suka koleksi karakter-karakter game, untuk developer mungkin bisa memperbanyak jumlah atma terutama yang bintang 5, karna masih sedikit sekali sinergi yang dapat digabungkan dari atma bintang 5",5,bagus cocok suka koleksi karakter karakter developer atma utama bintang kali sinergi digabungkan atma bintang,bahasa atau cerita
"Ngeframe anjir, bikin opsi kualitas dong",1,ngeframe anjir opsi kualitas,perangkat hp
"Game nya bagus bgt kok cuman ada hal yg paling gak mengenakan yaitu loading nya, kadang suka loading tiba2 jadi agak bingung mau digimanain kadang kezel pas lagi liat cerita nya tiba2 loading :')",5,bagus bgt cuman tidak kena loading kadang suka loading bingung digimanain kadang kezel pas liat cerita loading,perangkat hp
wah keren sih developer indo juga gak kalah sama developer luar keren keren FIVE STAR TO DEV INDO,5,keren developer indonesia tidak kalah developer keren keren five star dev indonesia,bahasa atau cerita
"Game ini bagus menurut ku, gambarnya, animasinya, story nya, tapi ada satu yang bikin saya agak gk suka terkadang tiba2 loading berhenti jadi harus saya keluarin paksa bru buka app lagi biar loading lancar lagi , itu aja sie overall suka banget sama game ini, thank you for making this great game 👍👍👍",5,bagus story tidak suka kadang loading henti keluarin paksa buka app loading lancar sie overall suka banget thank making great,perangkat hp
"Game nya bagus tapi kok story di chapter 4 enggak muncul padahal aku suka baca story nya , mohon diperbaiki lagi donk",4,bagus story chapter tidak muncul suka baca story mohon diperbaiki donk,bahasa atau cerita
"Gamenya kok stuck saat lagi ke labyrinth,sebenernya gw suka banget gamenya",5,stuck labyrinth sebenernya suka banget,perangkat hp
Jaringan sering hilang padahal pkek wifi sama data....benerin dong....udh d restat main 5min gt lg....sebel...sudah switch jaringan masih aja begitu....kalau tidak di benerin auto uninstall...padahal bagus ni game....,5,jaring hilang pkek wifi data benerin restat gt lg sebel switch jaring tidak benerin auto uninstall bagus,koneksi
bagus apalagi developer nya itu orang indonesia,5,bagus developer orang indonesia,karya bangsa
"Game anak bangsa yg harus dilestarikan, saya suka gamenya... Maju terus dan berkembang...",5,anak bangsa dilestarikan suka maju kembang,karya bangsa
"Semuanya sudah bagus banget Kak, Alur cerita, characther, grafis semuanya bagus, yg buat saya bertahan digame inin adalah alur ceritanya yg super keren, msh bqnywk yang perlu diperbaiki Dev, pertama rate gacha bintang 5 kecil banget Dev, kedua, klo summmon scroll udh ada 10, seharusnya bisa buat yg 10x summon, bukan harus pake diamond, lalu ketiga, optimalisasi aplikasinya kak, HP saya memadai disegala aspek, tetapi msh sering panas hanya karena main game ini saja. Tolong pertimbangannya Dev.",5,bagus banget kak alur cerita characther grafis bagus tahan digame inin alur super keren msh bqnywk diperbaiki dev rate gacha bintang banget dev summmon scroll pake diamond optimalisasi kak hp disegala aspek msh panas main tolong timbang dev,bahasa atau cerita
terlalu berat untuk game tampilan seperti ini ... bisa di liat onepuc***n dengan gerakan yg segitu banyak aja ringan untuk di mainkan..,2,berat tampilan liat onepuc n gerak ringan mainkan,bahasa atau cerita
Wow...semuanya sudah ok...thx developer...untuk se kelas idle rpg ini sudah sangat bagus...tapi kendala nya adalah ketika di pencet agak lemot...and kurang cepat...,5,wow oke thx developer kelas idle rpg bagus kendala pencet lemot cepat,perangkat hp
"Game nya bagus bet dah, dan cerita nya juga mantap bet, keren dah karya anak bangsa👍 semangat trus nya kembangin ini game, yang kurang dari ini game cuma ""chapter cerita"" nya doang kurang😁 tambah in yg banyak chapter cerita oke,, selebih nya mantap👍 Jangan ragu buat download dah👍",5,bagus bet dah cerita mantap bet keren dah karya anak bangsa semangat kembangin chapter cerita doang cerita oke mantap ragu download dah,bahasa atau cerita
"Selama main RPG ini game malah yang terbaik, dari alur cerita dan sound nya bikin merinding, game perlu suport! Sangat bangga dan harus di support!",5,main rpg alur cerita sound rinding suport bangga support,karya bangsa
"Login awal udh bkin badmood..liat RPG depelover yg lain..hero B5 free akses awal..code gift jg ada. Nyoba gacha..10+1 hero mentok cm B4..ampas,,gmn mau Top up..? Hrus nya game buatan anak bangsa jgn pelit u/ rate gacha B5 nya. Auto uninstal.",2,login bkin badmood liat rpg depelover hero free akses code gift nyoba gacha hero mentok cm ampas gmn top hrus anak bangsa pelit u rate gacha auto uninstal,karakter gacha
Kok saya download 2 kali ya tolong di perbaiki,4,download ya tolong perbaiki,bahasa atau cerita
Saya sangat senang karena developer dari indonesia dapat membuat game seperti ini sudah sangat bagus tapi masih memiliki beberapa kekurangan seperti harga gacha yang terlalu mahal menurut saya harganya harus diturunkan menjadi 200/300 diamond per spin dan jg masih sering loading sendiri dan agak menggangu permainan animasi dalam battle juga masih harus ditingkatkan dan juga sediakan fitur seperti discard atma agar yg tidak terpakai bisa menjadi berguna juga.overall udh bagus,5,senang developer indonesia bagus milik harga gacha mahal diturunkan diamond spin loading menggangu main animasi battle ditingkatkan sediakan fitur discard atma tidak pakai overall bagus,bahasa atau cerita
"udah bagus banget tinggal perawatan server, sering lag terus loading agak lama, klw bisa atmanya desainnya ditingkatin. great job",5,bagus banget tinggal rawat server lag loading klw desainnya ditingkatin great job,bahasa atau cerita
permainannya bagus lagu utama permainannya keren. masih ada bug permainannya suka berhenti sendiri seperti tidak menemukan sinyal padahal sinyal lancar/masih tinggi itu saja rerimakasih tolong cepat diperbaiki,5,bagus lagu utama keren bug suka henti tidak temu sinyal sinyal lancar tolong cepat diperbaiki,bahasa atau cerita
"Bagus nih gamenya, seru jadi ngenalin kita sama kisah dinusantara😅 mohon untuk ditingkatkan lagi karena chapter 4 sampai dengan 7 hanya berisi pertarungan lalu untuk tambah teman biar bisa main bareng. Terimakasih mohon maaf bila ada salah kata😅",5,bagus seru ngenalin kisah dinusantara mohon ditingkatkan chapter isi tarung teman biar main bareng terimakasih mohon maaf salah,bahasa atau cerita
"Game ny bagus bgt min dan sy lebih suka karena developerny dari indonesia. Sy ingin mengajukan adanya bug min yaitu setiap mau summon atma dri 50 shard itu ya, itu sering terjadi loading yang lama bgt. Smpai sy harus relogin lg ketika pke 50 shard lg kembali loading lama.. dan itu sering bgt. Thank you and good luck semoga kedepannya terus berkembang",5,ny bagus bgt min suka developerny indonesia aju bug min summon atma dri shard ya loading bgt smpai relogin lg pke shard lg loading bgt thank good luck kembang,bahasa atau cerita
Ini pakai kartu telkomsel buat masuk ya?.kan mahal harga paketya. Bisa ga pakai kartu apa aja!!!,1,pakai kartu telkomsel masuk ya mahal harga paketya tidak pakai kartu,koneksi
Tolong lah gmae di optimalisasi lagi agar lebih enak buat dimainkan,1,tolong gmae optimalisasi enak dimainkan,bahasa atau cerita
kuntilanaknya cakep .. jadi pen gw lamar wkwkwkwk,5,cakep pen lamar wkwkwkwk,karakter gacha
Wahh real banget cukk semenjak gw main nihh game gw selalu dpt gangguan mistis... Tpi gamenya sangat keren dan bagus kalau bisa di tambahin efek animasi pas bagian Ultimate nya,5,wahh real banget cukk semenjak main nihh dpt ganggu mistis tpi keren bagus efek animasi pas ultimate,bahasa atau cerita
Baru maen stage pertama dapet hero baru nggak bisa di summon kenapa? terus maninya saya gimana ? game cacad mohon bug nya di benahi !,1,maen stage hero summon gimana cacad mohon bug benahi,bahasa atau cerita
"Keren banget sih ini game, emang Agate itu Dev Game Indonesia terbaik.",5,keren banget emang agate dev indonesia,bahasa atau cerita
"Pas habis tutorial kan di suruh gabungan shard, punyaku gak bisa tulisannya EROR, PLEASE TRY AGAIN LATER TOLONG DI FIX BUGNYA",1,pas habis tutorial gabung shard punyaku tidak eror please try later tolong fix,perangkat hp
Made in indo good harus patut di beri penghargaan apalagi bertema anime story yg beda dri yg lain harus di dukung,5,made indonesia good patut harga tema anime story beda dri dukung,karya bangsa
Banyak yang gua saranin biar game ini jadi lebih keren lagi gua suka gamenya paling kurangnya gerakan nya masih ada yang patah² terus belom begitu mulus sama loadingnya lama terus kalo di kasih dubing kek gitu bagus kali yaa.. heronya juga di banyakin lagi tambah² creep buat jadi ngebantu boss musuh terus... Yaa lakuin yang terbaik aja gua support gamenyaa👍👍👍,4,saranin keren suka gerak patah belom mulus kasih dubing kek bagus kali yaa banyakin creep ngebantu boss musuh yaa lakuin support gamenyaa,bahasa atau cerita
"Gamenya bagus banget, Indo pride. Cuma masih loading gatau kenapa di homescreen dll masih banyak bug yg lain, semangat developer indo",5,bagus banget indonesia pride loading homescreen dll semangat developer indonesia,bahasa atau cerita
"Mungkin code atma ini jadi salah satu game lokal favorit gue, dengan grafik yang bagus dan story yang asik serta memasukan unsur"" lokal indonesia. Great job buat developernya",5,code atma salah lokal favorit grafik bagus story asyik memasukan unsur lokal indonesia great job,bahasa atau cerita
"Game warga +62 memang ter barbar gila bener, baru kali ini setan di buat seimut ini dan bisa saling serang skill + combo buff wkwkwk keren abis.. semoga semakin berkembang gamenya dan sukses developer nya.. Aamiin",5,warga ter barbar bener kali setan seimut serang skill combo buff wkwkwk keren abis moga kembang gamenya sukses developer aamiin,bahasa atau cerita
"Game Nya Bagus Grafik Nya Oke, Tetapi Chapter Nya Tolong Dong Ditambahin Lagi Gua Main Baru 3 Hari Masa Udah Kelar Sih? Tolong Ya Untuk Developer Nya Segera Di Update Untuk Chapter Terbaru Nya Soalnya Untuk Kualitas Nya Sudah The Best Lah.",5,bagus grafik oke chapter tolong ditambahin main kelar tolong ya developer update chapter kualitas best,bahasa atau cerita
bagus game nya tapi saat up lvl hero sinyal nya mulai eror...ok siap ndan,5,bagus lvl hero sinyal eror oke ndan,bahasa atau cerita
"Konsepnya menarik,gameplay ok,cerita ok, tapi animasi hmmm ga bikin satisfying",3,tarik gameplay oke cerita oke animasi hmmm tidak satisfying,bahasa atau cerita
"Bagus banget sih ini game sangat keren ,ahaha mantap nih keren banget",5,bagus banget keren ahaha keren banget,bahasa atau cerita
"Sumpah keren banget Code Atma, buat yang suka baca buku-buku mistis pasti tau banyak istilah-istilah asing di Code Atma, untuk Atma Character dan gameplay okey banget, gacha gak pelit, cuma kurang satu, untuk Retire Atma yang levelnya udah gede, tolong material retirenya jangan sama kaya atma yang baru level 1, soalnya merugikan, setidaknya 80% juga cukup... selebihnya udah okey banget! Jaya Game Indonesia!",5,sumpah keren banget code atma suka baca buku buku mistis tau istilah istilah asing code atma atma character gameplay okey banget gacha tidak pelit retire atma gede tolong material kaya atma level rugi okey banget jaya indonesia,bahasa atau cerita
"Game, grafik dan ceritanya bagus. Tapi yang mengganggu itu pas mau login suka menyambungkan mulu, padahal sinyal ada. Tolong perbaiki lagi, nanti bakal kasoh bintang lima...",3,grafik bagus ganggu pas suka sambung mulu sinyal tolong perbaiki kasoh bintang,bahasa atau cerita
"Ayolah ini game buatan Indonesia kok main dinegara sendiri dipersulit, buat nyari resources di dalam game",1,ayolah indonesia negara sulit nyari resources,karya bangsa
"Game Nya Bagus Banget! Suka Ama Storynya! Apalagi Atma Atmanya Keren! Indonesia Banget, Salut! Tapi Mungkin Yg Kurang Cuman Satu, Yaitu Ada Loading Tiba Tiba Y.. Walaupun 1-2 Detik Doang.. Tapi Rada Nyebelin.. Padahal Koneksi Udh Lancar Jaya(Pakai Wifi Soalnya).... Tapi Overall BAGUS BANGET",5,bagus banget suka storynya atma atmanya keren indonesia banget salut cuman loading detik doang nyebelin koneksi lancar pakai wifi overall bagus banget,bahasa atau cerita
Pas loading lama padahal semua nya sih udah bagus semoga dapat di tingkat kan,4,pas loading bagus tingkat,perangkat hp
"Overall game ini uda bagus banget, sejauh ini blum ad bug yang bener - bener ganggu buat gameplay nya juga simple banget dan mudah dipahami buat yang belum pernah main game rpg idle kek gini, karakternya juga keren - keren mungkin kedepannya bisa diperbanyak lagi karakternya. Pokoknya makasi bgt buat developer yang udah bikin game ini dengan experience game yang cukup unik. Ditunggu ni event"" kedepannya ^^",5,overall uda bagus banget blum bug bener bener ganggu gameplay simple banget mudah main rpg idle kek keren keren diperbanyak pokoknya makasi bgt developer experience unik ditunggu event,bahasa atau cerita
Gamenya keren walaupun harus restart hp dulu supaya bisa cepet masuk ke gamenya gak stuck kaya kemaren dari keseluruhan konsep gamenya udah keren cuma kalo bisa tambahin konsep/mode sweap battle supaya kalo ada player yg cuma mau nyari item biar cepet gak harus nunggu battle berulang-ulang sama adain sistem reset lv supaya player lebih mudah mendapatkan gold/exp atma dgn cara daur ulang hero yg udah gk kepake yg udah terlanjur di upgrade lvnya ok itu aja dulu semoga gamenya semakin berkembang,4,keren restart hp cepat masuk gamenya tidak stuck kaya kemaren konsep keren konsep mode sweap battle player nyari item cepat tidak nunggu battle ulang ulang sistem reset lv player mudah gold exp atma daur ulang hero tidak kepake telanjur upgrade lvnya oke moga kembang,bahasa atau cerita
