X,y
keren kaku pas lngsung gasss nice,1
segi gameplay bagus tarik,1
halo main pakai akun google tidak masuk main henti menu login,-1
bagus toolong star guaranted,1
amazing dikota ngelaksanain tugas masukkan atma dislot tidak tombol,1
woah bagus banget suka characters bagus lekat budaya indonesia keep spirit keep updating tros,1
indonesia tidak atur bahasa indonesia,-1
lanjutin storynyaa plsss kegantung nihh jujur story klean mantap banget misteri penasaran konsep interface klean mntapain kayak buka hp arena kadang kali battle power musuh perlihatkan saran perbaiki jujur banyal ceplos pilih lawan wkwkw,1
sistem nice bgt summon rate lumbago sistem pvp bagus tpi kendala upgrade equipment mahal mamank,1
jalan saran stabilan jaring dukung konektifitas lte segi gameplay tarik segi karakter harap kembang upgrade karakter variasikan gacha item lengkap topang milik kendala lvl karakter butuh resource terima,1
bagus loading masuk ngelag yak hp main pubg ngak ngelag,1
bagus kak suka xd,1
lumbago cuman yaa gerak characterny diperbanyak fps tolong optimalkan yy hehe,-1
ya update bahasa indonesia srek pake bahasa ingris bagus,1
gg parah tolong mahal event event okeee developer terima kasih join discord tenang,1
summon agna mantap pdahal pngen hero damage tpi ya,1
bagus ambil tokoh mistis indinesia kerenn tolong pas afk time dikasih batu rank atma tolong untung dev pas afk tim dikasih batu upgrade rank atma kaya api api,1
karya anak bangsa gan support bintang gan kl kualitas mumpuni maklumin gan budget support gan saran update kak dri segi gameplay char ability interface kl grafik kak,1
nice story gimana tidak tombol exit ngeselin sumpah oke,1
bagus klik informasi skill susah tolong diperbaiki,1
tidak mendownload geam download,-1
lokal banget bagus alur seru ikuti battle pas skill ulti pas ng zoom atma hd bagus,1
seru keren bagus wajib download hantu mitos juru indonesia timur indonesia,1
suka karakter play pas ultimate patah patah mohon perbaiki,1
bagus tapiiii tolong kasih event soul gratis,1
lupa fine ditinggal sibuk offline,1
jaya terusss anak bangsa,1
bagus sistem gacha hapus atma kudu cari dijinakin diganti kek open world dungeon diganti map kota ngisi grafik dll ae kyk toram online gameplay serah tidak hak cipta laku dibikin apk diganti bagus enak beut kyk main roblox v,1
tidak ampas story bagus,1
keren visualnya anjim mantap banget anak bangsa,-1
sumpah keren loh idle indonesia support semangat kembang update,1
bagus cinta negara semangat developer,1
update bahasa rupa language tidak atur bahasa indonesia tidak otomatis pilih bahasanya suka pensaran alur cerita disediakan kendala bahasa paham terima,-1
banget bikin anak negeri bagus banget pokok saran pas main tolong sediakan icon login pas update tutorial,1
ny sempurna banget harap bagus sukses,1
ayo indonesia biar tidak kalah rpg negeri tetangga tidak main dikembangkan nyaa go update animasi battle tarik,-1
seru banget si lucu,1
keren suka gamenya alur cerita bagus tpi suka koneksi lost pakai wi fi lumbago kenceng mohon perbaiki,1
developer code atma tolong fitur leadboard biar tidak fokus chapter story doang tuju top leaderboard,1
keren karya anak bangsa,1
lag parah hp kenttut main free fire kwkwkwk lag banget anjirrr,-1
suka banget angkat legenda legenda cerita indonesia mantap,1
seru cerita tarik mambuat penasaran idle,1
ramai banget alur cerita suka karya anak bangsa,1
bagus mulus jd gt tidak asyik utk main rpg gaenak diliat semangat developers ditingkatkan,1
best banget pokoknya story atma uwu uwu grafiknya lumbago,1
bagus sayang hp tidak ngotak,1
bagus bagus offline jam jam,1
bagus keren hantu hantu indonesia masuk kendala daftar akun agate tidak kode konfirmasi masuk email menit tunggu tidak balas rating bintang hero bintang visual nampilin,1
suka banget bagus pengen dioptimize hp enak laggy tolong diperbaiki yaa bagus banget kasihan bagus jelek laggy,1
karakter tarik lihat epik anime jepang kembangkan anak bangsa maju kanca internasional,1
suka moga event tarik yaa xixi,1
main tarik byk hrus kembangkan gambar gambar byk ekspresi ny dialog tarung milih musuh baris mna mw serang,-1
salah mobile indonesia grafik gameplay tarik anak indonesia good job,1
mantul harap begu ganjang ahool garuda plis banyakin,1
good tingkatkan kualitas dev,1
gacha turn base pake slot tas mmorpg,-1
bagus banget cocok ngisi luang alangkah bagusnya push rank tidak batasin staminanya cepat cooldown energi,1
bintang pokoknya keren parah asli anak bangsa tidak kalah fate grand order,1
karya anak bangsa keren,1
suka memory tidak cuman pergi semangat ya kakak kakak doakan hp main,1
seeker cari hantu mitos,1
bagus ditambah mudah cuman dialog ngumpulin dm jga mudh,1
bagus dh bind akun permudah bintang ny tmbah,1
bagus bagus story bingung ceritanya atma bintang lemah ya dibanding atma bintang level atma bintang lbh kuat ya dibandingkan atma bintang,1
nemu santuy dev indonesia,1
jalan tarik karakter bagus vs ai imbang suka warna backgroundnya sreg suara skill atma berisik saran min fitur reset level,1
bagus ganjal kaya komik indonesia droid war seru wkwkkw,1
tarik ditunggu update chapter,1
overall mantap pokoknya atur grafik lowest low medium high high hp spek rendah main lancar loading masuk mohon dipercepat,1
seru banget asiik pokoke,1
dimenu tidak stabil gampang crash mainkan dibeda hp platform,-1
bagus mudahan update animasi atmanya variasi jalan bagus banget tarik astaga opsi top ya top v,1
bagus kak kaku sistem auto bagus sistem manual musuh diserang dipilih skill dikontrol,1
ngelag banget internet bgus hp support size pdhl tidak bsr bsr tolong perbaiki lgi,-1
bagus min angkat mitologi setan indonesia orang belom bug dimana gacha pakai dm tiket tidak meng kliknya halang tulis rate klik ulang moga diatasi ya kakak admin,-1
bagus gilir maen mental mental tolong diperbaiki,1
abis tutorial stuck koneksi bagus dipakai lancar code atma habis tutorial langung stuck blank tidak,1
bagus pas habis update versi tidak diganti indonesia ya mohon terima,1
semangat developer indonesia bagus tingkatkan ya,1
buatku jujur bagus kecrwa bhs gamenya bhs inggris tidak atur ganti indonesia sayang tidak maini org indonesia tidak bhs inggris,-1
suka banget heronya indonesia,1
bagus tidak ganti ya,1
dah bagus cuman fitur bahasa moga fitur bahasa indonesia ditambah,1
login akun agate stuk izin,-1
min slot kapasitas atma,1
bagus sangatt update min daku tidak paham english min gereget pake english,-1
bagus banget angkat legenda indonesia sorry salah,1
cerita janji fitur event tarik music bagus gambar bagus animasi sfx berfariasi bosan vo voice tidak pilih karakter perempuan laki laki ganti nama pakai gems kurangnya sistem bond chara cerita chara sistem ruang lihat data cerita data atma dkk leveling tidak tarik,1
keren bnyk dn sngat bgus sdkit saran craft item trllu susah gan maju merah putih sukses code,-1
bagus alur cerita tarik,1
main senang sayang main app main tidak login akun harap cepat diperbaiki,1
suka bnyk utama dah lnjut batalin ulang lg,-1
nyata indonesia suka banget,1
tidak diubah download ingris pengen tau legenda dibalik,1
suka mohon tingkatkan ya,1
bagus bgt lag gtu,1
bagus susah oh setan jepang ramai gacha susah bgt gampangin dikit ntr rate,-1
suka opsi bahasa salah,-1
keren tidak ngebosenin download sarankan download nyesel tidak download agate semangat usul code atma atma tarik mengupgrade atma binta tampilanya permewah bintang capter stori gaya novel mohon percepat best,1
karakter hero bagusin min dwonload,1
atma kak sundel bolong suster ngesot nenek gayung kolor ijo dll biar seru,1
bagus sii bangett tolong diperbaiki,1
bagus tolong benerin efek atma nyerang lihat kaku,1
chapter update mulu playstore blm update,1
kecewa update loading tolong perbaiki mencet,1
maaf bintang alam patah patah lag main maaf ya bintang bagus pecinta horor orang indonesia orang indonesia wajib loh gama best,1
bagus banget free win deh pokoknyaa goodluck,1
kak emank tolol ato aj selesai koq tombol exit nemu iya nekan tombol home mulu,1
keren indonesia bnget kmbangin like,1
keren maen maen indonesia mistis haha,1
tolong gmae optimalisasi enak dimainkan,1
download update pas cek ttp tidak masuk wkwwkwk dukung santaii tidak kasih,1
bagus speed mohon kembangkan,1
senang ditambah sistem idle farming mudah ya lag hp old gen seru cerita pribadi bagus kembang karakter dll karakter niat aspek diperhitungkan gameplay simple mudah hayat cerita good,1
char retire kemana ya ka fiture retire,1
main seru penasaran tpi main loading tidak selesai selesai sampe tutup paksa tolong diperbaiki ya min,1
bagus rekomendasi suka suasana indonesia suka saran karakter si bahasa perbaiki mudah erti perfect,1
tidak masuk akses fingerprint aplikasi tidak respons,-1
bossqu suka lancar kali keren semangat min,1
wow geme kimak tidak main mantap geme sabar tidak toxic,1
nge bug lumbago nunggu load story bagus atma keren atma kembangkan,1
min mohon konfirmasi b indonesia mimin orang bandung garut awas blum datangin,-1
saran tolong gamenya pay win biar free player nyelesain chronicle susah payah bayar bayar resources upgrade atma gatcha tolong permudahkan guaranteed summon diamond dipikir butuh guaranteed kian kritik saran main suka ya gitulah wkwk,1
cacat login bind akun gabisa buang buang mending rakit pc maen ginian,-1
update tidak da pilih update playatore ya loading,-1
dah bagus battlenya tidak nentuin musuh serang atma milik player pas battle atur player tpi battle computer ngatur atma player,-1
mantep banget maen belom nemu ya moga tidak good job developer mantul,1
gacha idle rpg tema indonesia cari,1
update tarik lg next update add friends tidak semcam guild,1
keren kak mudahn kembang kak,1
new update tidak ilangin ya trs playstore tidak update,-1
tolong perbaiki konektifitas pakek telkomsel berat pubg ml lancar notif koneksi error melulu pengen coba anak bangsa,-1
bagus banget bro asli nagih banget hero mahal mahal sakit koin habis nunggu farming gabisa nikmatin gitu mentok sampe ch,1
abis update hanuman gacha terimakasih otw konten,1
bagus loading pakek wifi,1
sistem summonnya error gimana pdhal tiket tpi bayar diamond summonnya dibenahi rugilah nabung tiket diamond lok,-1
assalamualaikum perkenalkan nama fasya bagus banget lihat kebawah bilang bagus,1
update tolong tambahkan fitur reset atma,1
bagus carakter percantik code plis main depok rumah,1
tolong uptade gerak bagus kaya one punch man strongest,1
support new update version kompatibel device realme c 30 architecture,1
tidak nyangka indonesia mohon hero,1
bagus grafik good banget tema indonesia banget nama dengar tidak asing kuping pocong kunti mas arjuna laen sayanag dikit seru w seneng story telling gtu wkwk cintai produk negeri,1
kereeen nuansa kerasa banget,1
tuju tidak fitur rank evolution milik hero bintang rank tim tidak hero,1
bagus story bentuk karakter visual enak lihat saran bug mohon perbaiki,1
nice progress indonesian gaming company,1
asyik cz indonesia bingit tpi kasih saran bikinin rpg biar joss btw sukses admin smoga next day tipe indonesia,1
good moga chapternya moga bnyak,1
bagus lokal musiknya sound effect alur cerita cantik hihihi adain event dah biar betah harga kantong ajar mah kali beli hahaha,1
main seru stabil karakternya tampilkan moga komik serial kenal tokoh storynya sukses,1
keren serem pas geli,-1
tunggu mode augmenasi kak,1
bagus suka bahasa indonesia bahasa inggris kasihan tidak bahasa inggris bagus deh tidak nyesel download,1
bgt kaya ngerasa berat gamenya enak susahan item,1
bagus tinggal dibikin ajh bagus,1
optimalkan bagus cepat bagus kutunggu crita atma jaya code,1
selesai tutorial layar jd blackscreen lamaaaaaaaa banget jd yah jelek,-1
rilis pakai bahasa indonesia knp ubah bhs inggris pilih ganti bahasa indonesia,1
woaw bagus banget coba karakter nyi blorong kumbakarna buaya putih,1
tolong dev dikasih pilih skip tutorial main,1
geme keren bgt download deh tidak nyesel,1
bagus seru suka terima kasih develover,1
bagus story dapett keren bintang yah dijadiin seri komik bintang,1
kak saran event tarik iklan sosmed org kunjung utk mendownload,1
mian gokil demit indonesia ontong mbah wowo gamenya cuman kendala abis chapter tidak disuruh hapus data reinstall tolong,1
kembangin code atma lumbago upgrade grafik urban legend,1
seruuu woyyyy tidak suka klik tpi tidak skip storynya hahaahaha ditambah asli karya anak bangsa tpi kadang baca skill atma tidak isa ya bagus atma suarany aktif skill biar lbh hidup jdi bayangin gimaa code atma beneran dunia battle semangat utk trs ngembangin,1
males tidak akun masuk cman pake akun guest,-1
bagus junjung kisah mistis nusantara moga go internasional,1
bagus grafik alur cerita tarik,1
bagus ya ngelag suka tulis check connection wifi lumbago bagus mohon diperbaiki,1
topup diamond tidak muncul kecewa,-1
mohon bug tutorial perbaiki ulang berkali kali bug ditahan tidak dipencet,-1
bahasa indonesia seneng banget weh,1
suka alur char utamanya akrab,1
alam kendala sistem retire fungsi level hero tidak pakai tidak sia sia alam main pencet bintang salah masuk atma kuntilanak atma hanoman player mohon tolong tambahkan deskripsi fitur tidak salah gg,1
keren seneng main perbarui atma kagak bosen,1
keren banget tidak turunin difficulty susah banget overall bagus banget,1
tolong diperbaiki ya tidak tanggal situ pake soalnye tanggal aye tunggu updatenye ye,1
bagus segi cerita gambar karakter visual efek musik gameplay ya gamplay ganggu stabil koneksi tidak koneksi tidak stabil wifi sentolop wifi sentolop youtube online tidak jalan lancar coba cek rusak tolong diperbaiki,-1
main bagus konsep bagus desain bagus tingkatkan,1
indonesia grafis bagus gilaaa uh,1
abis update server error ya sayang banget errand,1
seru wibu wajib mainin ajukan ragu q suka orang suka,1
nemu stream hololive id btw rate uhhh,1
ampass gapernah nyaman main pay win download gamau sesal,-1
mantaap ya hero uprage tidak kembalikan lgi ngembalikan gold pakai pay win crot,1
code atma laku global launch,1
tpi saran cepat fitur cepat,1
alam main bagus alama tidak tau harap experience main seru bagus,1
dah lumbago bagus moga update bagus dahh,1
lumbago nyantai senang tpi kendala knp pas bind akun tidak dpt kandita khawatir akunku hilang edit coba nyata kunci aplikasi browser sandi masuk,1
bagus coba mode landscape potrait,1
main nikmat main main unik lucu indonesia banget utama anak negeri maju indonesia,1
mbunuh bin az sory uninstall,-1
bintang grafik tpi login susah banget layar hitam tolong,1
bagus banget story keren beneran kasih saran tolong fitur rebirth atma kilang atma bahan atma nyari susah banget nunggu hadiah offline,-1
exp atma level diangusin pas retire tetep gold diitung jan ilang susah gold makan bintang lv,-1
tunggu update suka utk story jugaaa,1
mks bagus suka gemes saran ya karetnya aga dibanyakin,1
hero bintang heronya anggatri rama,1
bagus banget mohon level ubah lihat play store ubah pas tidak senang,1
tolong sempurnakan tambahkan tokoh aji beserta dora dewata chenkang linglung,-1
seru alur cerita tarik cm kendala suka ngelag kluar sendri semangat kembang,1
bagus sempurna kurangnya mohon developer gerak diperbagus alas buka compendium atma bintang tidak bintang bintang mohon diperbaiki kian,1
bagus story tidak suka kadang loading henti keluarin paksa buka app loading lancar sie overall suka banget thank making great,1
keren keren tidak pelit kasih gift tidak pelit gold diamond recomended suka seru seru,1
tingkatkan kualitas audio blur pecah pas pake skill pas battle,-1
suka bgt tema tarik karakter keren keren semangat ya tim code atma kembang,1
coba main wow liat moga depannya tarik,1
bagus karya anak bangsa perbaiki karakternya biar hidup,1
ngeframe parah jaring lancar jaya main pubg ml cod ff lancar pas main ngeframe parah tolong perbaiki,-1
smt indonesia mantul keep develop update,1
card batle peenah mainin top feeling good play ganggu auto play biarpun tutorial ilah player bebas utk alam tantang kombo biar maksimal hrus gantung auto play tidak main ajar bantu amin prnah mainkan best,1
mantap euy asli indonesia,1
seru play oke kadang force close pas nyimak,1
tingkatkan atma saran type healer skill ditinjau ulang efek heal suka tidak pengaruh,1
bagus mudah nyata indonesia sebagus dikembangkan biar keren,1
assalamualaikum waaah bagus bangettt suka loh selamat yaa harga indonesia malam lihat trans moga kembang ya kaaaaakkk,1
bagus banget animasi skil overall bagus banaspati dijadikan bentuk manusia,1
gara gara ajar nama nama hantu indonesia online chapter bram chapter,1
dukung produk anak bangsa,1
bagus grafik tipe maintenance proses loading selesai chapter battle lost connection terima hadiah coba hapus cache mode pesawat nihil,1
seru bahasa inggris ganggu ubah bahasa bahasa indonesia bahasa tidak diganti saran bahasa indonesia lihat ulas ulas bahasanya tau bahasa indonesia kian ulas harap code,1
bagus grafik hinga story mudah kasih kode redeem kode redeem kedaluwarsa bagus guys bintang,1
fix tarik aplikasi belah,1
hallo developer terimakasih saji story aj skripsi event macem sentuh diamond gede moga lancar semangat developer kian,1
hp kentang main suka ngeframe,1
cek debuff karakter buff tidak aktif utama spd,-1
tidak nge hang cm suka nge bug,1
suka banget sma kenal budaya budaya indonesia portrait vertical tidak horizontal biar seru saran,1
seru karya anak bangsa indonesia moba belah rating bintang turun rating bintang sukses,1
bagus lobby nge lag sinyal bagu,1
keren gameplaynya moga ditingkatkan,1
pikir hantu main code atma koleksi waifu thanks code atma sukses,1
storyline tarik cocok idle xd,1
baguss ambil tema syaiton indonesia kaya kartu ya alur hikmah guys drama hidayah,-1
sumpah tidak burik anak indonesia atma,1
gacha tpi tidak dpt,-1
bagus bro gamenya beneran force close pas battle macet ngulangin battle,-1
wih mantap kali nemu rpg sekeren indonesia terima kasih agate games diadaptasi budaya indonesia terimakasih,1
selesai download indonesia positif dukung semangat dev go internasional bbrp aamiin,1
keren tingkatkan tarik moga saing tagih sm alur cerita,1
indonesia masuk kategori good animasi kadang ngelag delay tolong perbaiki semangat developer tau indonesia bagus tidak konsumsi,1
daftar ribet banget pusing nyesel donload,-1
fitur atma reset donk biar diambil resources kadang salah kuat atma tidak sinergi teamnya fitur reset coba coba didapatkan team cocok,1
stiap battle musuhnya tidak suai pas afk exp nunggu upgrade atma bagus atma seksi,1
ngimpor hantu biar global collab anime hantu shikigami,1
mantap produksi lokal semagat seru,1
bagus pas download pengen support bikin indonesia nyata enak dimainin santai saran update karakter ditambah hantu indonesia jenisnya gerak diperbaiki luwes utama skill semangat,1
suka gameplaynya simple storynya kurangi bintang bahasa gamenya tidak ganti otomatis bahasa inggris beritahu,1
suka munculkan friend variasi hadiahnya model undi rollate,1
dah segi grafis story mohon cari gold dipermudah hero mudah senang,1
njir kemana sampe tidak tau sebagus ato dah semangat developer ngembangin,1
atur bahasa btw sediakan tidak ya,1
developer indonesia bagus semangat ya keren seru kaya,1
min tidak ya abis setujuin solusinya min ya,-1
coba bagus q kasih b,-1
suka cerita tarik tidak ngebosenin efek bagus bgt,1
jarak nutupin jd tidak enak diliat loading ganggu banget buka load buka load tidak ganggu rilis loh msh,1
overall bagus banget choices suguhin tidak arti banget kesan ganggu jijik btw nice selera pilih arti,1
overall baguss desain karakter lore diupgrade setting susah sfx voice gegara hp,1
bagus bangetttt trs adil lohhh gada pay win karakternya op ayo guysss buru download mumpung eventnyaaa oiya minn fitur skip pas tarung,1
tolong diperbaiki singnal block bahkqn data ny dimatiin ttp gl tulis connection error paksa relog,-1
single roll lgsg ssr hanuman beda kya fgo ampas,1
suka banget jenis kayak fitur art design karakter pokoknya dabest sukses developer,1
dear admin thanks anak indonesia,1
maaf update bahasa bahasa inggris setting bahasa inggris,1
bagus story tarik grafik lumbago bagus utama industri anak bangsa main ram lambat main jangka diperbaiki dioptimalisasi lancar device gb semangat,1
keren seru alur bagus maksimal smooth harap kedepan update maksimal smooth,1
bagus alur bagus tolong perbanyak tidak bosen main,1
bagus rate gacha ampas banget atma mentok bintang doang tidak kek belah,-1
direkomendasikan tipe santai tingkatkan rating gacha atma bintang ditingkatkan angka kolaborasi hantu negeri utama jepang korea kian,-1
terimakasih ibuku izin download,1
manteeeep update yah biar enak,1
gilak dabest idle daworld xd,1
bagus pas main aggak ngelag,1
collab nusantara droid war webtoon maen ditunggu min,1
penuh arif lokal tidak bosan kritik hero kalah hero dibawah tolong dimudahin ya saran collect peti ditambahin free atma donk biar tidak pake diamond,1
keren suka moga sukses wakil indonesia dunia tolong dikasih mode pvp,1
tolong kasih skin ya,1
kembang apresiasi kritikan saran susul pekan main,-1
update akun ilang menu log tidak mudah idle rpg lainya option akun,-1
seru gamenya ceritanya lumbago tarik bahasa indonesianya main bingung paham best,1
habisin kuota tidak buka,-1
barong kandita tidak upgrade ya kak,-1
overall uda bagus banget blum bug bener bener ganggu gameplay simple banget mudah main rpg idle kek keren keren diperbanyak pokoknya makasi bgt developer experience unik ditunggu event,1
sentuh delay frame drop detik menu battle lancar lancar spek hp tidak mumpuni main ram,1
bagus harap update nambah fiturnya pvp battle rangked interaksi atma main story suka pilih cerita dijadiin endingnya ya tidak pilih ngaruhin kuat atma gantung pilih biar tarik serah harap developer fitur tarik,1
bagus opponent balance lupa dev dikasih mudah player power,1
lumbago seru sistem gacha lumbago puas bintang,1
keren hero unik unik,1
tolong skip scene tidak diskip jujur type baca,1
keren saran atur grafis hp lag kentang kalang main story bagus gereget coba player ngendaliin kamera atma keren banget sumpah fitur buru atma jaya,1
bagus cuman system burik bad ass maksa player top cuman ngejudi maksa untung,-1
bagus banget suka jarang loh hubung hantu indonesia offline suka banget utama karakter kawaii suka pake pita semangat ya indonesia,1
min tolong ya update playstore update playstore tidak update mending jadiin kali maksud update playstore buka main saran update playstore mending jadiin tidak update playstore cuman update ya gpp,-1
indonesia mainin tidak main main,-1
halo depelover tarik positif pas masuk gamr tidak item trs ky kunang2ny gitu mohon dikonfirmasi kl dh dimainin buntang makasihh,1
super epic desain karakternya epic battle ditingkatkan manja mata main,1
nyata ramah lumbago varian karakter tokoh hantu indonesia senang semangat develofer,1
tidak pilih pilih kembangkan aspek semangat developer kembang,1
bagus dev responsif gameplay tarik tidak nyesel download deh,1
keren moga bagus utama hidup mnrt v,1
keren banget banget lag one punch man ukur one punch man sampe tolong optimalkan,1
review code atma rating bagus banget ceritanya atma character muke gile pokoknya keren banget idle tidak dijadikan side tau alas idle idle arti stamina stamina club kadang stuck stage underlevel moga sukses,1
dear developer tolong fix bug tidak click chapter selesain tidak claim reward tidak ngulang baca story chpt koneksi dah aman hbs maintance tidak reconnect lg,1
bagus tolong perbaiki segi grafik tarik dimainkan moga,1
dahlah bagus tidak komen online ya tidak mode pvp,1
bagus tarik kembangkan jaring internet overall,-1
sngt suka tolong atma sumon dpt karakter aj,1
bagus rekomendasi admin tidak menganti bahasa ya paham bahasa inggris tolong buka fitur menganti bahasa,1
rpg indonesia suka cerita gameplay takjub rinding lag pdhal pake pocophone f1 truss tolong tokoh dikasih ekspresi dialog main ekspresi tokoh senang sedih kaget kasih gambar sajaa oiya kasih fitur pvp biar lawan teman gameplay dabest,1
tidak diubah bahasa indonesia english,1
seru keren suai gold gold susah moga cepat update semangat,1
bagus hantu indonesia kenal haha,1
halo keluh tidak main main tidak gagal silakan periksa koneksi main akses coba hapus data instal ulang app koneksi bagus main akses main full access henti update srikandi coba hapus data tidak instal ulang app tidak mohon,-1
fix bener bener keren bet muach sumpah,1
bagus alangkah atur suara ato suara efek type suka ramai training latih ningkatin atma fight club labyrint kadang ampun overall sukses tau melon korea kerjasama telkom indonesia,1
ditunggu fitur bahasa indonesianyaa,1
baguss taoi diperbaiki bag putus internet bagus dll mohon perbaiki tidak ganti akun log salah masuk akun lupa log pake fb ato gmail log masuk pakai fb tidak coba download ulang masuk otomatis tolong diperbaiki,-1
wahh keren banget gamen pas bagus banget karakternya alur bagus event coba,1
bagus banget bagus drop rate gachanya dinaikin hehe,1
lokal alur cerita bagus,1
go internasional bro kembangkan broo pliss,1
suka bet dah misteri mistis,1
karakter lewd biat mantap dijadiin waifu ledw dikit v ntar dah mantep w kasih,1
baca manga lanjutkan min,1
tarik krna alur ceritax herox aj tidak wajib download,1
art story bagus visual novel tunggu info atma codex,1
mantap jiwa hantu indonesia,1
tarik diangkat sosok urban legend daerah bawa ciri khas nusantara kental segi cerita tarik tidak monoton keseruan segi grafis gambar karakter atma detail selesai kadang muncul layar hitam nyaman,1
bagus ko tarik cepat nambah chapter ya srikandi adain bintang sma atma khas indonesia ya nmbah atma kabasaran,1
guud story karakter segi lainya gacha pake tiket rate bintang sulit battle tolong full ya story ulang dah,1
seru tolong tingkatkan jaring tidak loading tolong perlengkap deskripsi hero orang tau hero dongeng kisah,1
simpel seru bagus best developer,1
tolong hd quest mudah klaim quest klaim,1
q bintang q karya ank bangsa q penasaran susah sngt tarik butuh kesabran dn skill,1
wow bagus bangettt muncul karakter,1
tidak masuk stuck loading,-1
ya tidak pake bahasa indonesia coba tidak klik atur gmna ya biar bahasa indonesia,1
bug apalah buka peti emas collet tidak pencet sinyal,1
bagus cuman loading chapter banget sinyal okelah yah min loading next chapter lola,-1
saran tolong perbaiki utk sekelas idle berat dukung developer semangat,1
tolong loading dikurangi server distabilkan gacha loading buka atma loading battle loading gambar suka ulti lihat gambar tidak hd tolong tombol navigasi mudah tangan orang malas pikir aj battle main,-1
ramai gasskeunn main tolong adain fitur misahin rouge ranger healer tank dsb biar aga gampang moga tingkatkan gerak fitur fitur latih tau gimana fungsi fungsi tingkat damage,1
keren banget kaya beda banget seru,1
permainana bagus usung konsep horror indonesia beda semangat ya developer,1
stlh update smpe skrg msh blm login pdhl reinstall pdhl power rank platinum sayank udahan krna tidak login oh iya gacha bwt agni sm srikandi koq sya apes bgd 50x gacha ttp tidak dpt maaf min jd curhat wkwkwk,-1
best varian makhluk diperbanyak indonesia banget tpi maklum optimis muncul overall bagus n moga tidak sampe tular ide banget kyk aman hehe,1
tolong perbaiki notice failed connect please check network connetion try jaring,1
bagus banget keren tolong perbaiki konektivitas serih error loading mulu pake telkomsel 4g lte telkomsel tepercaya konektivitas lancar jayaaaa,1
cerita bagus gameplay asyik gacha sulit tidak sistem guarantee didalam gamenya yah ditambah sistem player map baca cerita kadang salah pencet tidak baca cerita,1
keren banget kak tanah air wajib coba dah seru bgt story karakter event dll,1
indonesia code atma pvp mode word chat animasi gerak kaku patung fitur tarik dimainkan camp guild fitur cari hantu cari pokemon lari pagi hehehehe,1
pas habis tutorial gabung shard punyaku tidak eror please try later tolong fix,-1
segi grafik bilang oke play oke alur cerita tarik koneksi butuh pakai telkomsel main pubgm lancar jaya download ngebug ngestuck sebal tidak nyaman main,1
bagus cuman kadang lag jaring oke tolong perbarui yaa,1
susah amet disconnect molo sinyal bagus,1
bagu tolong perbaiki serever lag wifi kenceng,1
momen pas si na nyatakan die sumpah hati sobek sad bener cuk sad sad sad sad,1
animasi tingkat bari minati gemar anime dann alur cerita lumbago animasi bagus,1
seru tarik ko jaring bermasalah mulu yapadahal jaring bagus,1
bahasa ttp asing males maen negeri ya negeri negeri ya negeri tidak ya belah tutup tidak admin,-1
bagus karakter modifikasi biar bagus moga bagus,1
moga kedepannya lokal saing keren,1
anak negeri dunia nice,1
tolong bahasa indonesia tidak pandai bahasa inggris,1
jujur jujur sinyalnya resah loading ambil diamon info tonton iklan diamon liat inbox diamon kagak ganti b indonesia jir gendeng kesel sumpah cek setting inggin liat leguage kagak tekan dah,-1
chapter chapter doang bosen tidak cerita hening,-1
bagus orang tidak bahasa inggris ngerti btw update bahasa indonesia,1
idle oke oke storynya oke low mode konsep kuat oke moga tingkatkan harap bnyk main oh ya skrng dirasa battle main tegah speed tpi grafiknya oke stiap unikannya ya oke lha dimaafkan hibur good,1
bismilah moga gacha wangy rating,1
sayang banget bahasa indonesia hilangkan kasian kalok main tidak bahasa inggris nikmat gameplay,1
keren min moga story dilanjutin keren agate,1
overall bagus cuman ribet ganti akun gara bind pake akun pribadi hapus data aplikasi ujung download resource lg,1
bagus segi storynya cuman poles,1
seru banget segi cerita bener bener bagus tarik segi grafik bagus tolong dikembangkan animasi atmanya cuman kritik semangat ya agate,1
mohon tolong film anime episode tidak indonesia ngalahin anime jepang tinggal sapan tetangga,1
nunggu tidak ilang main skarang hade terpak sa hpus mf ya hrusnykalian timakasih bntu,-1
uda bagus tamah atma,1
kak login fecebook google dmn ya oh iya seru bgt coba kyk komik saran animasi atma nyerang perjelas saran emosi karakter tidak colok,1
sumpah asyik bgt susah galahin atma tidak nyerahhhh,-1
bagus ngadain event mikir dikit ya cari susah draw rate bintang emang bagus tinggal dikembangin grafik battle sound suara atma yah dimudahkan cari draw dikurangi kyk pay win v,-1
bagus tokoh wayang kak werkudara antasena urban legend kayak suster ngesot lampor sundel bolong dll,1
kilas shin tensei liberation,1
bagus story smooth gameplay menunya moga kembang ya,1
aneh akun tidak tautkan gmail ulang payah akun seeker,-1
ditambah fitur reset atma,1
seru banget alur tarik bagus banget dll gabakalan bosen mainin,1
kasih ya sdh bagus harap model atma variasi,1
bagus banget good gacha ampas tidak bug diperbaiki tinggal dah moga tambahkan,1
main feel recomended deh,1
keren anjim cocok dah,1
story tarik diikutin bagus,1
rpg server indonesia gasken bro sist pribadi emang potensi voice action atma story line chara hehe keep love,1
kak mohon maaf nambah kerjaannya atma kak ya barunya punakawan maaf bener saran,1
keren bosku karakter indonesia,1
